channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,original_f_min_hz,original_f_max_hz,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,reduced_baseline_candidate,reduced_baseline_rx_ready_status,reduced_baseline_rx_voltage_shape_class,reduced_baseline_rx_timing_class,fit_f_min_hz,fit_f_max_hz,fit_points,preprocess_notes,candidate_id,candidate,candidate_family,preprocessing_mode,fit_source,use_scope,view_role,passivity_enforced,init_pole_spacing,n_poles_real,n_poles_cmplx,auto_target_error,auto_model_order_max,fit_constant,fit_proportional,enforce_dc,export_status,fit_status,fit_warning_messages,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,rx_fit_complex_rms,rx_fit_complex_max,rx_fit_mag_db_rms_above_m40,rx_fit_mag_db_max_above_m40,rx_fit_phase_deg_rms_above_m40,rx_fit_phase_deg_max_above_m40,rx_fit_group_delay_rms_ps,rx_fit_group_delay_max_ps,reflection_fit_complex_rms,reflection_fit_complex_max,reflection_fit_mag_db_rms_above_m40,reflection_fit_mag_db_max_above_m40,reflection_fit_phase_deg_rms_above_m40,reflection_fit_phase_deg_max_above_m40,reflection_fit_group_delay_rms_ps,reflection_fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,spice_file,fit_time_s,math_fail_reasons,math_warn_reasons,fit_trust_class,independent_score,enforcement_time_s,fit_error
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_auto_fit_default,auto_fit_default,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,,,,0.01,100,True,False,True,ok,ok,,0.0014734420412725435,0.01807406839382112,0.11640983253268436,2.8633227923551523,0.615139185790357,14.853288750202179,51.098587616213216,269.87616184923274,0.0015896284350569814,0.015092859907713871,0.04722423817078629,0.20625200565127955,0.2904714017697099,0.9230824519169345,54.62539276205912,269.87616184923274,0.002745986051092792,0.01807406839382112,0.1461359788394313,1.5310314451226965,0.5693863073237417,3.4380942388558453,64.45528190475487,402.25343340716864,57,29,False,"[[0.0, 242856589.62895927], [242856589.62895927, 281904168.27522284]]",0.9747412676563681,1210000000.0,1.0387830192900704,0.0,0.27677728444918953,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_auto_fit_default/Agilent_E5071B_4f4fd1d7_raw_auto_fit_default.sp,4.764862000010908,group_delay_error;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,0.010165738647736365,,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_auto_fit_default_enforced,auto_fit_default,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,,,,0.01,100,True,False,True,ok,ok,,10.065814077836484,268.3506418609499,8.431904191754528,48.895340260710455,37.9163365697507,179.7955590781752,1960.2012190803357,6569.487411893356,0.6632495407016061,4.784273636567753,9.214481429530673,41.61617776212884,53.32591237374681,175.85813688885645,1961.1890791190058,6516.910900293508,15.35695978193995,110.76879181387122,14.54844330894127,48.62842429137837,62.530510947091365,179.7955590781752,4132.739089567798,18851.986058013463,57,29,False,"[[762785929.8918387, 837976118.4460351], [837976118.4460351, 955136181.5408177], [955136181.5408177, 960200494.0999671], [965564145.2481971, 966654980.3356084], [966654980.3356084, 1187667307.8256898], [1187667307.8256898, 1196369474.876558], [1204298143.8061478, 1211828586.9944117], [1211828586.9944117, 1438810950.4051003], [1438810950.4051003, 1440639346.8478284], [1441721959.1135385, 1442294841.8280811], [1442294841.8280811, 1678223236.846009], [1678223236.846009, 1680686530.8421748], [1683388297.9405324, 1686476398.3151577], [1686476398.3151577, 1905596016.301299], [1905596016.301299, 1919492535.9677594], [1932822930.867523, 1948881784.116652], [1948881784.116652, 2142524425.042164], [2142524425.042164, 2158733440.408637], [2180406937.6234903, 2201699311.5730987], [2201699311.5730987, 2349619712.6529937], [2349619712.6529937, 2393394803.5403094], [2417712651.8039474, 2530348309.942535]]",267.41445236814064,1550000000.0,3.36419522564516,2000000000.0,0.27677728444919275,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_auto_fit_default_enforced/Agilent_E5071B_4f4fd1d7_raw_auto_fit_default_enforced.sp,4.764862000010908,complex_rms_error;dense_singular_value;group_delay_error;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,14.262980805863076,36.50006660001236,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_auto_fit_tight,auto_fit_tight,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,,,,0.005,80,True,False,True,ok,ok,,0.0014447382380649478,0.01940351281650501,0.11600024866972575,3.0184832978352674,0.6466229681446445,16.175448687558415,50.637214342889266,183.8911604731333,0.0016265392087680614,0.016163874491843984,0.03792138433093549,0.1337361303409037,0.36640808824562127,1.293275331876506,47.17932845999093,167.98719136815305,0.002847539613070868,0.01940351281650501,0.15271652401805447,1.6089171686391204,0.6697855729164142,5.108141643683702,77.77019314993717,442.12993471162025,57,29,False,"[[0.0, 88958238.3707724], [88958238.3707724, 193652979.02489662], [193652979.02489662, 219409319.71842825]]",0.9743108112674921,1190000000.0,1.080987607392443,0.0,0.3040270834679909,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_auto_fit_tight/Agilent_E5071B_4f4fd1d7_raw_auto_fit_tight.sp,4.367905899998732,dense_singular_value;group_delay_error;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,0.010176264889145588,,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_auto_fit_tight_enforced,auto_fit_tight,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,,,,0.005,80,True,False,True,ok,ok,,26.524139432612436,681.1933294443859,19.799323466435375,65.76720302388851,84.95798007606275,179.70999447950445,2948.868453662236,11639.58586533061,10.720661969765173,76.84881380532944,25.377449065690527,65.76720302388851,94.35674466675943,176.28773640589418,2950.4317240977884,11638.915954387152,37.316250879848845,267.494759411185,25.716102549007626,56.25297217190851,104.00726808274813,179.70999447950445,4619.126915510922,37422.95323841867,57,29,False,"[[0.0, 281048595.39604133], [281048595.39604133, 638215100.7767775], [638215100.7767775, 1187466989.690757], [1187466989.690757, 1233851465.448023], [1233851465.448023, 3680840916.841446], [3680840916.841446, 6779464879.101123], [6779464879.101123, 12139821622.226452]]",684.2783446516485,1550000000.0,20.377547452108086,2000000000.0,0.30424108980317416,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_auto_fit_tight_enforced/Agilent_E5071B_4f4fd1d7_raw_auto_fit_tight_enforced.sp,4.367905899998732,complex_rms_error;dense_singular_value;group_delay_error;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,41.24972182199385,35.0186045000155,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_3r3c_lin,vector_3r3c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,lin,3,3,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.2603890889070018,1.1794579149006268,14.71978360131635,39.682488388279054,70.36381843055132,179.92842941481078,3141.6655339785198,6884.12365161372,0.30349176867423655,0.7900240198172361,27.522420158410643,39.627260039021486,98.51002972296402,179.92842941481078,3144.9258554495473,6884.12365161372,0.3949152246810162,0.9898898108916921,5.702856470181327,17.872138030021894,59.605585358869455,178.90074566836057,4735.2820559342845,37206.28064714468,9,5,False,"[[704539741.6933687, 723052483.3550508], [723052483.3550508, 878019999.5468085], [878019999.5468085, 958963902.7635735], [1404417299.575922, 1656473957.8381627], [2150007408.218115, 2293762974.0350375], [3419344020.7081385, 3888037930.4476833]]",1.1825918774248456,830000000.0,0.9464274320692481,4000000000.0,0.76989371889942,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_3r3c_lin/Agilent_E5071B_4f4fd1d7_raw_vector_3r3c_lin.sp,0.22361190000083297,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.5441804347541593,,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_3r3c_lin_enforced,vector_3r3c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,lin,3,3,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.26057398704801904,1.1779306350257457,14.718873660922712,39.659696588424204,70.40744024400772,179.94274329192532,3141.9937602074383,6883.122285321174,0.3034918942361096,0.7899825970827371,27.502669231866417,39.60436324187428,98.50366226903698,179.8676452454714,3145.249868489376,6883.122285321174,0.3949152248265225,0.9898883758674749,5.702931296146845,17.87209116064392,59.605280194025596,178.89935107831383,4735.2863827892015,37206.281920084926,9,5,False,"[[721073644.6812334, 721217453.0648421], [721217453.0648421, 868606894.0080086], [868606894.0080086, 953078978.3029308], [1442581758.3802016, 1622368239.381896], [2163355265.001206, 2302648042.1091], [3603764492.380388, 3683872221.6347013]]",1.1816132168011166,830000000.0,0.9083303798430781,4000000000.0,0.7698936422633009,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_3r3c_lin_enforced/Agilent_E5071B_4f4fd1d7_raw_vector_3r3c_lin_enforced.sp,0.22361190000083297,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.5443686779747788,0.4359677000029478,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_3r3c_log,vector_3r3c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,log,3,3,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.2603890810776855,1.1794585023387596,14.719787852864016,39.68253327640691,70.36381175699191,179.92859746983922,3141.6647525977255,6884.123976131209,0.3034917716810309,0.7900240303462487,27.52244738186921,39.62730603637755,98.51003796668952,179.92859746983922,3144.925069750903,6884.123976131209,0.3949153301221976,0.9898893121968242,5.702859202642298,17.872135432746695,59.60560721997059,178.90064048092444,4735.282142501883,37206.2802679847,9,5,False,"[[704539803.2548739, 723052249.6481036], [723052249.6481036, 878020060.3413417], [878020060.3413417, 958963635.7700018], [1404416908.9733567, 1656473100.8129692], [2150006694.452832, 2293763196.359753], [3419343854.383796, 3888037585.213847]]",1.1825918443404602,830000000.0,0.9464272054651018,4000000000.0,0.7698936475093556,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_3r3c_log/Agilent_E5071B_4f4fd1d7_raw_vector_3r3c_log.sp,0.18850679998286068,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.5441804469747277,,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_3r3c_log_enforced,vector_3r3c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,log,3,3,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.26057397956310774,1.1779312138588196,14.71887791710673,39.659741751451364,70.40743404751899,179.94282308546704,3141.992985634652,6883.122627629326,0.303491897239905,0.7899826080524295,27.502696607113453,39.60440950256455,98.50367075452165,179.8678124483421,3145.2490897301486,6883.122627629326,0.39491533026769926,0.9898878771434585,5.702934027696098,17.872088561733797,59.60530205828517,178.8992458989599,4735.286469347195,37206.281540753145,9,5,False,"[[721073390.2255126, 721217452.4415536], [721217452.4415536, 868606974.0514747], [868606974.0514747, 953078682.21593], [1442581768.5304964, 1622366951.953566], [2163355226.2725806, 2302647604.3073754], [3603764497.114139, 3683871607.0616255]]",1.1816131748026646,830000000.0,0.9083301307039877,4000000000.0,0.7698935708735877,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_3r3c_log_enforced/Agilent_E5071B_4f4fd1d7_raw_vector_3r3c_log_enforced.sp,0.18850679998286068,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.5443686906063316,0.43457400001352653,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_5r5c_lin,vector_5r5c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,lin,5,5,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.21307068235564824,0.8565554266564771,9.24303814524132,32.85362331991081,62.17758507925529,177.69089564280458,1984.479747533436,4648.703654895883,0.29850495831647844,0.7843739645812807,19.871633812857873,32.82837865788768,111.94678665932254,173.62081670373252,1993.2383102172744,4648.703654895883,0.32150958026048665,0.8565554266564771,6.261971167554686,29.122570637126266,58.09626190207793,169.59931069607094,4641.002869205212,37431.615864466345,15,8,False,"[[539305539.4830844, 687257677.2612724], [687257677.2612724, 808014343.0019528], [808014343.0019528, 948839452.7903391], [1031344415.2240593, 1055067448.7099745], [1055067448.7099745, 1114673174.9977348], [1114673174.9977348, 1337347388.4020145], [1722411945.6300642, 1846447367.469479], [2424355431.252081, 2460389072.846298], [2699870023.0378833, 2816587465.4400063], [2816587465.4400063, 2894376353.452579], [2894376353.452579, 2958236840.938486], [3802868982.750614, 3834808249.745462]]",1.1806755219913438,815000000.0,0.962282791570824,2000000000.0,0.5759914939864065,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_5r5c_lin/Agilent_E5071B_4f4fd1d7_raw_vector_5r5c_lin.sp,0.5204362999938894,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.46504535405434344,,
Agilent_E5071B_4f4fd1d7,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,400000000000.0,0.974180745358752,500000000.0,True,,FAIL,FAIL,FAIL,500000000.0,4500000000.0,205,,raw_vector_5r5c_lin_enforced,vector_5r5c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,lin,5,5,,,True,False,True,ok,ok,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.21318070181047313,0.8565133570510063,9.266267742412667,32.910889641740944,62.21864398148913,177.64445136917828,1994.1077469649915,4647.5268687849675,0.29850524288291885,0.784411338907421,19.890874380630006,32.893438534119056,111.97687228578232,174.0111623677015,2003.0963604252777,4647.5268687849675,0.32153094140793753,0.8565133570510063,6.269733779503361,29.16725788647434,58.10281359150212,168.98824142316982,4642.283233516652,37432.21143121289,15,8,False,"[[557251497.8196207, 719824581.8307805], [723436184.2262985, 731656836.9837096], [731656836.9837096, 803542880.4488511], [803542880.4488511, 954869005.6082364], [1051884654.7303758, 1078948632.3688388], [1078948632.3688388, 1125480439.0200822], [1125480439.0200822, 1198369847.553083], [2426551643.3324614, 2454781496.0547676], [2711981528.7985325, 2880705197.68167], [3816467476.1408653, 3825308272.2424297]]",1.1692177108788466,830000000.0,0.9613548380589961,2000000000.0,0.5759917180103116,results/sparam_vector_fit_campaign_v1_2026-06-17_fast_overnight_v2/channels/Agilent_E5071B_4f4fd1d7/models/raw_vector_5r5c_lin_enforced/Agilent_E5071B_4f4fd1d7_raw_vector_5r5c_lin_enforced.sp,0.5204362999938894,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,FAIL,0.46525713607356683,0.5330705000087619,
