case_id,description,pattern,pulse_high_ns,variant,variant_label,edge_ns,r_load_ohm,c_load_pf,hspice_deck,ngspice_deck,ngspice_raw,pad_active_rmse_v,pad_active_max_v,ku_active_rmse,ku_active_max,kd_active_rmse,kd_active_max,ku_peak,kd_min,ku_min,kd_max,coeff_range_ok,ku_jump_at_retrigger,kd_jump_at_retrigger,overlap_energy_ns,status,kutarget_min,kutarget_max,kdtarget_min,kdtarget_max,kuleg_min,kuleg_max,kdleg_min,kdleg_max,kucor_min,kucor_max,kdcor_min,kdcor_max,hshort_min,hshort_max,hinterrupt_min,hinterrupt_max,highage_min,highage_max,gup_min,gup_max,gdn_min,gdn_max,guptarget_min,guptarget_max,gdntarget_min,gdntarget_max,kugate_min,kugate_max,kdgate_min,kdgate_max,kugateraw_min,kugateraw_max,kdgateraw_min,kdgateraw_max,koverlap_min,koverlap_max
edge_1ps_base_50r_2pf,"Baseline 1 ps rise/fall, 50 ohm + 2 pF",rise_fall,,legacy,legacy pybis,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\hspice_native_ibis\edge_1ps_base_50r_2pf_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_legacy\edge_1ps_base_50r_2pf_ngspice_legacy.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_legacy\edge_1ps_base_50r_2pf_ngspice_legacy.raw,0.005289179270369432,0.016780177326762624,0.0043424415275439545,0.022940438186631718,0.005607643494728418,0.022891673482503094,1.011993411977149,-0.07176545831892066,-0.02221839669661043,1.006158578486266,True,0.0060293059591601805,0.0015599621388583526,0.08805064370584732,GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1ps_base_50r_2pf,"Baseline 1 ps rise/fall, 50 ohm + 2 pF",rise_fall,,short_hybrid,ShortPulseHybrid,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\hspice_native_ibis\edge_1ps_base_50r_2pf_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_short_hybrid\edge_1ps_base_50r_2pf_ngspice_short_hybrid.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_short_hybrid\edge_1ps_base_50r_2pf_ngspice_short_hybrid.raw,0.00596063853635433,0.01792388680545398,0.0046202973658805045,0.020568621904968498,0.006920559707790945,0.03768707235861152,1.0107700986407837,-0.07176309963310286,-0.022212661896960216,1.0061709537402663,True,0.0032362686580409417,0.0015608701743544517,0.08834100343973536,GOOD,-0.022218397093284447,1.012537303101319,-0.07176547621933273,1.006158578953084,-0.022218397093284447,1.012537303101319,-0.07176547621933273,1.006158578953084,0.001940593159,0.9782858013980018,0.0010957485767419922,0.9986107960599999,0.0,0.0,,,0.0,10.00016371791085,,,,,,,,,,,,,,,,,,
edge_1ps_base_50r_2pf,"Baseline 1 ps rise/fall, 50 ohm + 2 pF",rise_fall,,gate_hybrid,GateStateHybrid,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\hspice_native_ibis\edge_1ps_base_50r_2pf_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_gate_hybrid\edge_1ps_base_50r_2pf_ngspice_gate_hybrid.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_gate_hybrid\edge_1ps_base_50r_2pf_ngspice_gate_hybrid.raw,0.00919367677954168,0.029303595486185996,0.006838470045130951,0.027162004623553004,0.010224374957060044,0.03618890720620743,1.0100286494456414,-0.07185893493012933,-0.021285195786803855,1.0051342159228025,True,0.0023007369318532866,0.0011836042209355396,0.08819447766148272,WARN,-0.02221839669661066,1.0125373100080912,-0.07176545831892191,1.006158578486266,-0.02221839669661066,1.0125373100080912,-0.07176545831892191,1.006158578486266,,,,,,,0.0,0.0,0.0,10.00016434151239,0.0,0.9991523631876547,0.007979007593983135,0.9999999999999992,0.0,0.9999739564464377,0.0,1.0,0.0,0.995613938493088,0.005041423911653664,0.9986107960552464,0.001940593158962918,0.995613938493088,0.005931086954886663,0.9986107960552464,0.0,0.03929764045067582
edge_1ps_base_50r_2pf,"Baseline 1 ps rise/fall, 50 ohm + 2 pF",rise_fall,,gate_full,GateStateFull diagnostic,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\hspice_native_ibis\edge_1ps_base_50r_2pf_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_gate_full\edge_1ps_base_50r_2pf_ngspice_gate_full.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\edge_1ps_base_50r_2pf\ngspice_gate_full\edge_1ps_base_50r_2pf_ngspice_gate_full.raw,0.06762370717947347,0.2602703380223207,0.04712645430412393,0.18499392050810126,0.02878138987127298,0.07699410441259907,0.9953500425260849,0.0011539569617874134,0.0,0.9986107960502552,True,1.8190155117725482e-06,5.200700980978468e-15,0.057354233985255264,CHECK,0.0,0.9953506878062914,0.0011527303922194067,0.9986107960552464,-0.022218396696610677,1.012308133747272,-0.07176569379098342,1.0061585784862659,,,,,,,0.0,0.0,0.0,10.00007840114276,0.0,0.9978443530076843,9.40286227739622e-05,0.9999999999999992,0.0,0.9986647809857095,0.0,1.0,0.0,0.9953506878062914,0.0011527303922194067,0.9986107960552464,0.001940593158962918,0.9953506878062914,0.0011527303922194067,0.9986107960552464,0.0,0.03979801078096608
short_pulse_500ps_high,"500 ps high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,0.5,legacy,legacy pybis,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\hspice_native_ibis\short_pulse_500ps_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_legacy\short_pulse_500ps_high_ngspice_legacy.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_legacy\short_pulse_500ps_high_ngspice_legacy.raw,0.6788631624717939,1.5192086380314573,0.5024469167360023,1.0185615044000251,0.5784688091362512,1.0164322415926907,1.0125315794000251,-0.07171960195953175,-0.017108301170248117,1.003843260562286,True,1.0026008503484238,1.0018020725598422,0.011619972980936467,CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_pulse_500ps_high,"500 ps high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,0.5,short_hybrid,ShortPulseHybrid,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\hspice_native_ibis\short_pulse_500ps_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_short_hybrid\short_pulse_500ps_high_ngspice_short_hybrid.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_short_hybrid\short_pulse_500ps_high_ngspice_short_hybrid.raw,0.04757486682210295,0.1177859461571913,0.07830824957260368,0.2006001946467613,0.4925749162140876,1.021149526059002,0.20249162670194187,0.12327792804274404,-0.002589780175091831,1.003583654785794,True,0.00990621107072866,0.0010091365413382736,0.11944765045939915,CHECK,-0.002589719036645984,0.20207763235504553,0.12372845442416557,1.0037849596004564,-0.017118096264229117,1.0125373050347652,-0.0717183119345074,1.0037849596004564,0.001940593159,0.20207763235504553,0.12372845442416557,0.9986107960599999,0.0,1.0,,,0.0,0.5001583407010969,,,,,,,,,,,,,,,,,,
short_pulse_500ps_high,"500 ps high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,0.5,gate_hybrid,GateStateHybrid,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\hspice_native_ibis\short_pulse_500ps_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_gate_hybrid\short_pulse_500ps_high_ngspice_gate_hybrid.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_gate_hybrid\short_pulse_500ps_high_ngspice_gate_hybrid.raw,0.011746015171110943,0.02914183546390488,0.013814568733178604,0.03170205724482536,0.6266791489941532,1.021149526050248,0.019496800226019385,0.0035526988734245145,-0.0025700123138017237,1.0033827143931138,True,0.0009580935548565762,0.0012067188383442229,0.0032099962743981935,CHECK,-0.002589719036645975,0.01952043721386682,0.0035306421217983592,1.0037855066949688,-0.01711842455320897,1.0125372757221034,-0.07171826869847513,1.0037855066949688,,,,,,,0.0,1.0,0.0,0.5001643415563644,0.0,0.008519590133054342,0.004017926669565103,0.9999999999999992,0.0,0.010423834947631034,0.0023270637272601665,1.0,0.0,0.01952043721386682,0.0035306421217983592,0.9986107960552464,0.001940593158962918,0.021252441960188946,0.0035306421217983592,0.9986107960552464,0.0,0.005944752544947238
short_pulse_500ps_high,"500 ps high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,0.5,gate_full,GateStateFull diagnostic,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\hspice_native_ibis\short_pulse_500ps_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_gate_full\short_pulse_500ps_high_ngspice_gate_full.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_500ps_high\ngspice_gate_full\short_pulse_500ps_high_ngspice_gate_full.raw,0.0244770010653316,0.0797561678998852,0.014219171830499373,0.04793970118497806,0.6276792054317607,1.0211495260502532,0.051507253184978063,0.002172638421815953,0.0,0.9986107960502547,True,0.0,6.661338147750939e-16,0.006270439192357034,CHECK,0.0,0.05161077031164632,0.002149946187483426,0.9986107960552464,-0.016622862098538346,1.0124094083363706,-0.07178353483772312,1.003808306983119,,,,,,,0.0,1.0,0.0,0.5000784012020849,0.0,0.025258718198627274,0.0017395788181794984,0.9999999999999992,0.0,0.03359827878092817,0.0,1.0,0.0,0.05161077031164632,0.002149946187483426,0.9986107960552464,0.001940593158962918,0.05860954230916861,0.002149946187483426,0.9986107960552464,0.0,0.016233757501407868
short_pulse_1ns_high,"1 ns high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,1.0,legacy,legacy pybis,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\hspice_native_ibis\short_pulse_1ns_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\ngspice_legacy\short_pulse_1ns_high_ngspice_legacy.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\ngspice_legacy\short_pulse_1ns_high_ngspice_legacy.raw,0.6532560845126897,1.4579885585552739,0.4704147907901465,1.0124229601567074,0.5038066834239642,1.0017879526348774,1.012537321335477,-0.07176545831889017,-0.02221839669661043,1.006158578486266,True,1.0115220290662483,1.003074248053177,0.011341953063584136,CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_pulse_1ns_high,"1 ns high pulse with 1 ps edges, 50 ohm + 2 pF",short_pulse,1.0,short_hybrid,ShortPulseHybrid,0.001,50.0,2.0,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\hspice_native_ibis\short_pulse_1ns_high_hspice_native_ibis.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\ngspice_short_hybrid\short_pulse_1ns_high_ngspice_short_hybrid.sp,results\io_buf_gate_state_retrigger_2026-06-22\cases\short_pulse_1ns_high\ngspice_short_hybrid\short_pulse_1ns_high_ngspice_short_hybrid.raw,0.0878895046571619,0.18917301190982977,0.12790855525562134,0.32032459927990403,0.3699256409638254,1.0617976260590012,0.36063915927990403,0.016774422217996493,-0.022212661896960216,1.0061709537402663,True,0.06791543958737285,0.001218592639513627,0.1870632293483058,CHECK,-0.022218397093284447,0.3609244712614512,0.01670834598798266,1.006158578953084,-0.022218397093284447,1.012537321335477,-0.07176545831888997,1.006158578953084,0.001940593159,0.3609244712614512,0.01670834598798266,0.9986107960599999,0.0,1.0,,,0.0,1.0001616050610105,,,,,,,,,,,,,,,,,,
