channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,original_f_min_hz,original_f_max_hz,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,fit_f_min_hz,fit_f_max_hz,fit_points,preprocess_notes,candidate_id,candidate,candidate_family,preprocessing_mode,fit_source,use_scope,view_role,passivity_enforced,init_pole_spacing,n_poles_real,n_poles_cmplx,auto_target_error,auto_model_order_max,fit_constant,fit_proportional,enforce_dc,export_status,fit_status,fit_warning_messages,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,rx_fit_complex_rms,rx_fit_complex_max,rx_fit_mag_db_rms_above_m40,rx_fit_mag_db_max_above_m40,rx_fit_phase_deg_rms_above_m40,rx_fit_phase_deg_max_above_m40,rx_fit_group_delay_rms_ps,rx_fit_group_delay_max_ps,reflection_fit_complex_rms,reflection_fit_complex_max,reflection_fit_mag_db_rms_above_m40,reflection_fit_mag_db_max_above_m40,reflection_fit_phase_deg_rms_above_m40,reflection_fit_phase_deg_max_above_m40,reflection_fit_group_delay_rms_ps,reflection_fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,spice_file,fit_time_s,math_fail_reasons,math_warn_reasons,fit_trust_class,independent_score,enforcement_time_s
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_3r3c_lin,vector_3r3c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,lin,3,3,,,True,False,True,ok,ok,"Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.; The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.09993807613569827,0.4683153466980873,31.00696634235109,124.49260439367669,95.41383086381676,179.99876847096266,nan,nan,0.00010737876066872639,0.0003657212612031251,nan,nan,nan,nan,nan,nan,0.21890736413768608,0.4467772592786986,9.839671556149673,24.28395033618333,81.62693358986002,179.97757296386493,1166.4752594295098,12312.315957098199,9,5,False,"[[439459122324.2424, 617142906987.1705], [617142906987.1705, 621330317067.3599], [621330317067.3599, 744359958982.6559], [744359958982.6559, Infinity]]",0.5086554850021063,17943912500.0,0.912706663586568,400000000000.0,0.912706663586568,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_3r3c_lin/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_3r3c_lin.sp,5.201479799929075,complex_rms_error;magnitude_db_error;non_passive_fit,,FAIL,0.15661860655045418,
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_3r3c_lin_enforced,vector_3r3c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,lin,3,3,,,True,False,True,ok,ok,"Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.; The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.48441704749917125,2.835898069748001,22.988571691414197,113.9843859057968,102.35771802287687,179.99958396536292,nan,nan,0.0001207662169301023,0.00036873821689029605,nan,nan,nan,nan,nan,nan,1.1790816982833476,2.835898069748001,12.497957306985189,47.866505588784804,100.36305838501386,179.9636220210558,1380.583244535727,17461.42772165298,9,5,False,"[[16930720992.134628, 17350329150.450397], [17350329150.450397, 17361500723.803413], [17361500723.803413, 17466809876.481174], [17466809876.481174, 18112414540.846863], [18112414540.846863, 18120992897.393734], [18120992897.393734, 18121711615.04163], [18121711615.04163, 18142698141.965263], [21986104231.007072, 23641506665.284363], [23641506665.284363, 23700683847.555027], [23700683847.555027, 24262048635.97743], [24262048635.97743, 25590749470.139057], [25590749470.139057, 25634482622.791412], [25634482622.791412, 25638429567.3137], [25638429567.3137, 25716705592.486027], [27022799463.538414, 27883651795.491627], [27883651795.491627, 27935941109.938118], [27935941109.938118, 28631901257.658844], [28631901257.658844, 35577238301.69705], [35577238301.69705, 36228028461.68397], [36228028461.68397, 36281737215.76355], [36281737215.76355, 37359428684.2352], [42772259676.64671, 43416364569.77857], [43416364569.77857, 43448006238.807755], [43448006238.807755, 43844690762.62992], [43844690762.62992, 50577714124.514786], [50577714124.514786, 52260770193.45937], [52260770193.45937, 52419398193.43953], [52419398193.43953, 56701889860.47363], [476885991468.1096, 644193154802.3434], [644193154802.3434, 653384899647.46], [653384899647.46, 768453614449.1606], [768453614449.1606, Infinity]]",3.281884723160536,17928290625.0,2.623331614940043,18000000000.0,0.8137110955123176,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_3r3c_lin_enforced/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_3r3c_lin_enforced.sp,5.201479799929075,complex_rms_error;dense_singular_value;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,0.7811478551784732,1.5774346000980586
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_3r3c_log,vector_3r3c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,log,3,3,,,True,False,True,ok,ok,,0.10385538492355992,0.5472099105309456,28.25737818967468,92.13076440169205,95.03622053201617,179.98101813511758,nan,nan,0.00010739591928129383,0.00036527646238763956,nan,nan,nan,nan,nan,nan,0.23386265862426006,0.5472099105309456,12.091974221099992,34.47233458617145,82.0453515699071,179.892515634827,1166.685032859178,11975.365591991109,9,5,True,[],0.49914594480033975,44016821875.0,0.4991333668043422,44000000000.0,0.4132084016677663,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_3r3c_log/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_3r3c_log.sp,3.787241499987431,complex_rms_error;magnitude_db_error,,FAIL,0.1642747475392656,
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_3r3c_log_enforced,vector_3r3c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,log,3,3,,,True,False,True,ok,ok,,0.10385538492355992,0.5472099105309456,28.25737818967468,92.13076440169205,95.03622053201617,179.98101813511758,nan,nan,0.00010739591928129383,0.00036527646238763956,nan,nan,nan,nan,nan,nan,0.23386265862426006,0.5472099105309456,12.091974221099992,34.47233458617145,82.0453515699071,179.892515634827,1166.685032859178,11975.365591991109,9,5,True,[],0.49914594480033975,44016821875.0,0.4991333668043422,44000000000.0,0.4132084016677663,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_3r3c_log_enforced/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_3r3c_log_enforced.sp,3.787241499987431,complex_rms_error;magnitude_db_error,,FAIL,0.1642747475392656,0.02347119990736246
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_5r5c_lin,vector_5r5c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,lin,5,5,,,True,False,True,ok,ok,"Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.; The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.09642066090534306,0.4811624730884659,26.39284023791493,82.40144406535094,94.66690380438273,179.99624800364924,nan,nan,0.00010737460641997273,0.0003658093664117533,nan,nan,nan,nan,nan,nan,0.20614115409713024,0.4661653613485069,11.142827909930384,52.1274359922911,80.90763335443587,179.85056557419693,1172.9045241538627,13265.95337577414,15,8,False,"[[347712291771.7256, 457789279415.67633], [457789279415.67633, 594426659517.1312], [594426659517.1312, 724691075513.7157], [724691075513.7157, Infinity]]",0.528171655948486,15585009375.0,1.1472051069478235,400000000000.0,1.1472051069478235,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_5r5c_lin/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_5r5c_lin.sp,11.969950099941343,complex_rms_error;dense_singular_value;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,0.1505096367328356,
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_5r5c_lin_enforced,vector_5r5c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,lin,5,5,,,True,False,True,ok,ok,"Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.; The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.5800087832039498,5.513249580060838,22.140853654977818,111.41336637196581,103.88323171280811,179.9884742474618,nan,nan,0.00012298929679545236,0.0003693676651539758,nan,nan,nan,nan,nan,nan,1.4999558076409745,5.513249580060838,13.815711746236838,53.28142399764295,104.32987871341045,179.89546892036793,1540.2838898008724,17447.7233473719,15,8,False,"[[12419116373.740286, 12767889890.183998], [12767889890.183998, 12922138280.556082], [12922138280.556082, 12988912998.504194], [12988912998.504194, 13335098803.674599], [13335098803.674599, 13345915697.709454], [13345915697.709454, 13365788285.452276], [13365788285.452276, 13396816505.59561], [14909052595.034134, 15129534767.78524], [15129534767.78524, 15253969411.76929], [15253969411.76929, 15313828020.14955], [15313828020.14955, 15670708590.973885], [15670708590.973885, 15678184204.449556], [15678184204.449556, 15690309323.522928], [15690309323.522928, 15705075172.565948], [16915962326.001642, 17213273919.049767], [17213273919.049767, 17403018347.806644], [17403018347.806644, 17499488761.814804], [17499488761.814804, 18278461591.219547], [18278461591.219547, 18291799850.750416], [18291799850.750416, 18316999179.207043], [18316999179.207043, 18353463817.90867], [21129386250.07312, 21711235393.747467], [21711235393.747467, 21992578399.223755], [21992578399.223755, 22101227602.593044], [22101227602.593044, 22367406755.53517], [22367406755.53517, 22379690145.752792], [22379690145.752792, 22402656070.01033], [22402656070.01033, 22428679139.52222], [23466843353.628147, 24209848093.37642], [24209848093.37642, 25018659000.06864], [25018659000.06864, 25535601856.57169], [25535601856.57169, 26663829305.15768], [26663829305.15768, 26716177555.602036], [26716177555.602036, 26766011326.914352], [26766011326.914352, 26796755275.21391], [27728272749.648296, 28222935679.150967], [28222935679.150967, 28938392238.283577], [28938392238.283577, 29700094500.313053], [29700094500.313053, 36314552700.258316], [36314552700.258316, 37009549701.17622], [37009549701.17622, 37794469513.34243], [37794469513.34243, 38496105625.26617], [42683443425.019005, 43143283088.37582], [43143283088.37582, 43643518114.23987], [43643518114.23987, 44105629321.72617], [44105629321.72617, 51288893821.73379], [51288893821.73379, 53393627829.289276], [53393627829.289276, 56786941555.930984], [56786941555.930984, 61508039102.32638], [391743481552.42773, 495366459478.331], [495366459478.331, 622764812199.8196], [622764812199.8196, 749535970002.5667], [749535970002.5667, Infinity]]",5.871461480932135,18006400000.0,5.857703990408462,18000000000.0,1.0258604260191797,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_5r5c_lin_enforced/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_5r5c_lin_enforced.sp,11.969950099941343,complex_rms_error;dense_singular_value;magnitude_db_error;non_passive_fit,passivity_margin_low,FAIL,0.9575592297625911,2.098136299988255
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_5r5c_log,vector_5r5c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,log,5,5,,,True,False,True,ok,ok,Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.,0.10206871162772566,0.5544857531416043,27.31107183715325,88.59631404173314,93.95422390971248,179.99645369445483,nan,nan,0.00010739454936567153,0.0003652975711352194,nan,nan,nan,nan,nan,nan,0.2284616769647963,0.5544857531416043,11.219405713126498,34.88668656565844,80.96708303795013,179.79869360115325,1162.6330264930175,11835.932724112074,15,8,True,[],0.5020882096874915,43907468750.0,0.501747387985472,44000000000.0,0.4412289676369177,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_5r5c_log/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_5r5c_log.sp,10.447485100012273,complex_rms_error;magnitude_db_error,,FAIL,0.16173782814360757,
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_5r5c_log_enforced,vector_5r5c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,log,5,5,,,True,False,True,ok,ok,Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.,0.10206871162772566,0.5544857531416043,27.31107183715325,88.59631404173314,93.95422390971248,179.99645369445483,nan,nan,0.00010739454936567153,0.0003652975711352194,nan,nan,nan,nan,nan,nan,0.2284616769647963,0.5544857531416043,11.219405713126498,34.88668656565844,80.96708303795013,179.79869360115325,1162.6330264930175,11835.932724112074,15,8,True,[],0.5020882096874915,43907468750.0,0.501747387985472,44000000000.0,0.4412289676369177,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_5r5c_log_enforced/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_5r5c_log_enforced.sp,10.447485100012273,complex_rms_error;magnitude_db_error,,FAIL,0.16173782814360757,0.025988299981690943
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_8r8c_lin,vector_8r8c,full_vector_fit,raw,vector_fit_frequency_domain,general_multiport,full_model,False,lin,8,8,,,True,False,True,ok,ok,Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.,0.09006627996913215,0.4605809382280981,23.34368710450507,75.04952419257866,91.19786858590447,179.9893695977456,nan,nan,0.00010737260959247215,0.00036584871773931107,nan,nan,nan,nan,nan,nan,0.1810651048259699,0.406485540957577,9.150329673483613,24.975798845864187,71.80229523936428,179.9260622642266,1092.9954381243608,12431.08424666203,24,12,True,[],0.5725517028238708,17818937500.0,0.5064475591894683,20000000000.0,0.031186350714727373,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_8r8c_lin/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_8r8c_lin.sp,17.12800770008471,complex_rms_error;magnitude_db_error,,FAIL,0.13878624248042087,
Ch10_35_5F3N_f4_cdb7d8f1,extra,extra,calibration,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,results/converted_sp_comparison_2026-06-12/inputs/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,400000000000.0,0.6213284094841652,45563387500.0,True,10000000.0,50000000000.0,3201,,raw_vector_8r8c_lin_enforced,vector_8r8c,full_vector_fit_enforced,raw,vector_fit_frequency_domain,general_multiport,full_model,True,lin,8,8,,,True,False,True,ok,ok,Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly.,0.09006627996913215,0.4605809382280981,23.34368710450507,75.04952419257866,91.19786858590447,179.9893695977456,nan,nan,0.00010737260959247215,0.00036584871773931107,nan,nan,nan,nan,nan,nan,0.1810651048259699,0.406485540957577,9.150329673483613,24.975798845864187,71.80229523936428,179.9260622642266,1092.9954381243608,12431.08424666203,24,12,True,[],0.5725517028238708,17818937500.0,0.5064475591894683,20000000000.0,0.031186350714727373,results/sparam_vector_fit_campaign_v1_2026-06-12_expanded_pilot/channels/Ch10_35_5F3N_f4_cdb7d8f1/models/raw_vector_8r8c_lin_enforced/Ch10_35_5F3N_f4_cdb7d8f1_raw_vector_8r8c_lin_enforced.sp,17.12800770008471,complex_rms_error;magnitude_db_error,,FAIL,0.13878624248042087,0.039197899983264506
